sport,model_family,target_label,factor_key,plot_type,x_value,y_value,fitted_effect,lower_ci,upper_ci,baseline_value,season_window
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,213.768115942029,-43.18840579710145,-0.051886139654688135,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,221.0144927536232,-43.18840579710145,-0.0678950036179439,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,228.26086956521738,-43.18840579710145,-0.08392329966460985,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,235.50724637681162,-43.18840579710145,-0.09996929493121856,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,242.7536231884058,-43.18840579710145,-0.11603145506252519,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,250.0,-43.18840579710145,-0.1321084167896238,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-250.0,-36.3768115942029,-0.15987336945502187,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-242.7536231884058,-36.3768115942029,-0.1437240024370877,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-235.5072463768116,-36.3768115942029,-0.12758515679084906,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-228.26086956521738,-36.3768115942029,-0.11145781064899071,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-221.0144927536232,-36.3768115942029,-0.09534306641532661,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-213.768115942029,-36.3768115942029,-0.07924217099724126,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-206.52173913043478,-36.3768115942029,-0.0631565400908296,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-199.27536231884056,-36.3768115942029,-0.047087787489701216,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-192.02898550724638,-36.3768115942029,-0.03103776066088701,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-184.7826086956522,-36.3768115942029,-0.015008584191925328,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-177.53623188405797,-36.3768115942029,0.0009972868056717377,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-170.28985507246375,-36.3768115942029,0.016977000603892595,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-163.04347826086956,-36.3768115942029,0.03292722646481497,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-155.79710144927537,-36.3768115942029,0.04884405112956347,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-148.55072463768116,-36.3768115942029,0.06472284770518963,,,,2014-2024
