season,probability_source,bin,bin_left,bin_right,n_shots,mean_pred,mean_actual,scope,group
2025-26,xP_prob,"[0.13, 0.20)",0.13333333333333333,0.2,1,0.19936015208777594,1.0,shot_type_family,jump_shot
2025-26,xP_prob,"[0.20, 0.27)",0.2,0.26666666666666666,73,0.2489383131522342,0.1643835616438356,shot_type_family,jump_shot
2025-26,xP_prob,"[0.27, 0.33)",0.26666666666666666,0.3333333333333333,4839,0.3202234104105405,0.303988427361025,shot_type_family,jump_shot
2025-26,xP_prob,"[0.33, 0.40)",0.3333333333333333,0.4,57508,0.3663268614883662,0.3648188078180427,shot_type_family,jump_shot
2025-26,xP_prob,"[0.40, 0.47)",0.4,0.4666666666666667,16217,0.42700967120954586,0.4373805266078806,shot_type_family,jump_shot
2025-26,xP_prob,"[0.47, 0.53)",0.4666666666666667,0.5333333333333333,2748,0.4845957815166459,0.4668850072780204,shot_type_family,jump_shot
2025-26,xP_prob,"[0.60, 0.67)",0.6,0.6666666666666666,54,0.6597725705046007,0.5185185185185185,shot_type_family,jump_shot
2025-26,xP_prob,"[0.67, 0.73)",0.6666666666666666,0.7333333333333333,161,0.6784980486487968,0.4720496894409938,shot_type_family,jump_shot
2025-26,xP_prob,"[0.27, 0.33)",0.26666666666666666,0.3333333333333333,34,0.31687648223281845,0.23529411764705882,shot_type_family,layup
2025-26,xP_prob,"[0.33, 0.40)",0.3333333333333333,0.4,2085,0.3844985234508298,0.32422062350119907,shot_type_family,layup
2025-26,xP_prob,"[0.40, 0.47)",0.4,0.4666666666666667,5909,0.4175950740814292,0.3936368251819259,shot_type_family,layup
2025-26,xP_prob,"[0.53, 0.60)",0.5333333333333333,0.6,15688,0.5869291323312837,0.5734319224885263,shot_type_family,layup
2025-26,xP_prob,"[0.60, 0.67)",0.6,0.6666666666666666,14525,0.6111419739233217,0.6670567986230637,shot_type_family,layup
2025-26,xP_prob,"[0.00, 0.07)",0.0,0.06666666666666667,1,0.042995773768361056,1.0,shot_type_family,other
2025-26,xP_prob,"[0.07, 0.13)",0.06666666666666667,0.13333333333333333,1,0.12749409474461504,1.0,shot_type_family,other
2025-26,xP_prob,"[0.27, 0.33)",0.26666666666666666,0.3333333333333333,1,0.3165252444054268,0.0,shot_type_family,other
2025-26,xP_prob,"[0.33, 0.40)",0.3333333333333333,0.4,18,0.37516370432030866,0.2777777777777778,shot_type_family,other
2025-26,xP_prob,"[0.40, 0.47)",0.4,0.4666666666666667,96,0.4318223856611605,0.4791666666666667,shot_type_family,other
2025-26,xP_prob,"[0.47, 0.53)",0.4666666666666667,0.5333333333333333,95,0.5107397036079695,0.4631578947368421,shot_type_family,other
2025-26,xP_prob,"[0.53, 0.60)",0.5333333333333333,0.6,195,0.5632332270888979,0.5794871794871795,shot_type_family,other
2025-26,xP_prob,"[0.60, 0.67)",0.6,0.6666666666666666,1,0.6020363877178029,1.0,shot_type_family,other
2025-26,xP_prob,"[0.67, 0.73)",0.6666666666666666,0.7333333333333333,16,0.7274143726460955,0.4375,shot_type_family,other
2025-26,xP_prob,"[0.73, 0.80)",0.7333333333333333,0.8,35,0.7407743782287403,0.4857142857142857,shot_type_family,other
