x_value,fitted_effect,lower_ci,upper_ci,sport,effect_label,season_window,baseline_distance
21.407035175879393,-0.12552396454844406,-1.262129346475331,1.011081417378443,NBA,Shot Distance,2014-2024,13.0
21.708542713567837,-0.13517477464933592,-1.2665660580155484,0.9962165087168764,NBA,Shot Distance,2014-2024,13.0
22.01005025125628,-0.14408389998362758,-1.2702136677426632,0.982045867775408,NBA,Shot Distance,2014-2024,13.0
22.31155778894472,-0.15230065281404692,-1.2731217591720605,0.9685204535439669,NBA,Shot Distance,2014-2024,13.0
22.613065326633162,-0.1599269725167407,-1.2753926302671779,0.9555386852336964,NBA,Shot Distance,2014-2024,13.0
22.914572864321606,-0.1670648920822475,-1.277128793983511,0.942999009819016,NBA,Shot Distance,2014-2024,13.0
23.21608040201005,-0.17381644450110678,-1.2784327712962735,0.9307998822940597,NBA,Shot Distance,2014-2024,13.0
23.51758793969849,-0.180283662763856,-1.2794069962932184,0.9188396707655067,NBA,Shot Distance,2014-2024,13.0
23.81909547738693,-0.18656857986103548,-1.2801537405780126,0.9070165808559418,NBA,Shot Distance,2014-2024,13.0
24.120603015075375,-0.1927732287831827,-1.28077505759567,0.8952286000293046,NBA,Shot Distance,2014-2024,13.0
24.42211055276382,-0.1989996425208369,-1.281372747539989,0.8833734624983152,NBA,Shot Distance,2014-2024,13.0
24.72361809045226,-0.20534985406453687,-1.2820483435530785,0.8713486354240045,NBA,Shot Distance,2014-2024,13.0
25.0251256281407,-0.21192589640482096,-1.2829031199797374,0.8590513271700957,NBA,Shot Distance,2014-2024,13.0
25.326633165829143,-0.2188298025322284,-1.2840381234957787,0.8463785184313217,NBA,Shot Distance,2014-2024,13.0
25.628140703517587,-0.22616360543729752,-1.285554227990851,0.8332270171162561,NBA,Shot Distance,2014-2024,13.0
25.929648241206028,-0.23402933811056736,-1.2875522141543725,0.8194935379332378,NBA,Shot Distance,2014-2024,13.0
26.23115577889447,-0.2425290335425766,-1.2901328747892444,0.8050748077040912,NBA,Shot Distance,2014-2024,13.0
26.532663316582912,-0.25176472472386346,-1.293397146962952,0.789867697515225,NBA,Shot Distance,2014-2024,13.0
26.834170854271356,-0.2618384446449674,-1.2974462721996836,0.7737693829097487,NBA,Shot Distance,2014-2024,13.0
27.135678391959797,-0.2728522262964269,-1.3023819860191193,0.7566775334262654,NBA,Shot Distance,2014-2024,13.0
27.437185929648237,-0.2849081026687803,-1.3083067382348224,0.7384905328972617,NBA,Shot Distance,2014-2024,13.0
