PLAYER_NAME,total_attempts,total_makes,total_poe,total_xp,total_actual_points,avg_xp_prob,fg_pct,poe_per_100,shooting_skill,expected_fg_pct,fg_residual,fg_residual_pct
AJ Green,391,172,73.16689392552766,421.83310607447237,495,0.3764442404400402,0.4398976982097187,18.71276059476411,0.06345345776967848,0.3764442404400402,0.06345345776967848,6.345345776967848
Aaron Gordon,273,139,14.497315845668123,305.50268415433186,320,0.48934093919466665,0.5091575091575091,5.310372104640338,0.01981656996284248,0.48934093919466665,0.01981656996284248,1.9816569962842479
Aaron Nesmith,370,144,-30.114934459848765,394.11493445984877,364,0.43214261778115,0.3891891891891892,-8.139171475634802,-0.042953428591960774,0.43214261778115,-0.042953428591960774,-4.295342859196078
Aaron Wiggins,363,161,-3.0788564071730775,400.0788564071731,397,0.4537461987613301,0.44352617079889806,-0.8481698091385887,-0.010220027962432043,0.4537461987613301,-0.010220027962432043,-1.0220027962432043
Ace Bailey,518,233,-42.17034044764985,581.1703404476499,539,0.4835840356798624,0.4498069498069498,-8.140992364411167,-0.033777085872912616,0.4835840356798624,-0.033777085872912616,-3.3777085872912616
Ajay Mitchell,456,222,22.56126083379854,469.43873916620146,492,0.45941598434224906,0.4868421052631579,4.947644919692662,0.027426120920908847,0.45941598434224906,0.027426120920908847,2.7426120920908845
Alex Sarr,575,285,-29.66643858031015,639.6664385803101,610,0.5190746803988402,0.4956521739130435,-5.159380622662635,-0.02342250648579669,0.5190746803988402,-0.02342250648579669,-2.342250648579669
Alperen Sengun,744,370,-18.160186856604884,784.1601868566049,766,0.5064288002426991,0.49731182795698925,-2.4408853301888285,-0.009116972285709846,0.5064288002426991,-0.009116972285709846,-0.9116972285709846
Amen Thompson,699,353,-81.86813859391823,805.8681385939183,724,0.5529168733636497,0.5050071530758226,-11.71218005635454,-0.04790972028782714,0.5529168733636497,-0.04790972028782714,-4.790972028782714
Andrew Nembhard,594,262,15.530179776321939,591.4698202236781,607,0.43038187741893214,0.44107744107744107,2.6145083798521784,0.010695563658508933,0.43038187741893214,0.010695563658508933,1.0695563658508933
Andrew Wiggins,648,305,16.914490854942542,691.0855091450575,708,0.46352771280440314,0.470679012345679,2.6102609344047134,0.007151299541275857,0.46352771280440314,0.007151299541275857,0.7151299541275857
Anfernee Simons,624,276,67.63406891531876,626.3659310846813,694,0.3972120530911199,0.4423076923076923,10.838793095403648,0.04509563921657239,0.3972120530911199,0.04509563921657239,4.509563921657239
