x_value,fitted_effect,lower_ci,upper_ci,sport,effect_label,season_window,baseline_value
43.33217082444623,-0.8745303451571904,-1.1214270331910865,-0.6276336571232943,NHL,shotDistance,2014-2024,33.1058907145
43.82458185654221,-0.91437325845191,-1.1645723372149552,-0.6641741796888647,NHL,shotDistance,2014-2024,33.1058907145
44.31699288863819,-0.9529334291930529,-1.2062665185138328,-0.699600339872273,NHL,shotDistance,2014-2024,33.1058907145
44.80940392073417,-0.9900644555385689,-1.246266296691824,-0.7338626143853137,NHL,shotDistance,2014-2024,33.1058907145
45.30181495283015,-1.0256199383727747,-1.2843505245983544,-0.7668893521471949,NHL,shotDistance,2014-2024,33.1058907145
45.79422598492613,-1.059482482931994,-1.320378659285709,-0.798586306578279,NHL,shotDistance,2014-2024,33.1058907145
46.28663701702211,-1.0916352996798833,-1.3544114359740194,-0.8288591633857472,NHL,shotDistance,2014-2024,33.1058907145
46.77904804911809,-1.1220833975367424,-1.3865623967933374,-0.8576043982801471,NHL,shotDistance,2014-2024,33.1058907145
47.271459081214076,-1.1508317854228691,-1.416948517728768,-0.8847150531169703,NHL,shotDistance,2014-2024,33.1058907145
47.763870113310055,-1.177885472258562,-1.4456801744282806,-0.9100907700888436,NHL,shotDistance,2014-2024,33.1058907145
48.256281145406035,-1.2032494669641214,-1.472852825348915,-0.933646108579328,NHL,shotDistance,2014-2024,33.1058907145
48.748692177502015,-1.2269287784598448,-1.4985404596479626,-0.9553170972717271,NHL,shotDistance,2014-2024,33.1058907145
49.241103209597995,-1.2489284156660319,-1.522790967322324,-0.9750658640097396,NHL,shotDistance,2014-2024,33.1058907145
49.733514241693975,-1.2692533875029812,-1.545623591772285,-0.9928831832336775,NHL,shotDistance,2014-2024,33.1058907145
50.225925273789954,-1.2879087028909912,-1.5670285381269973,-1.0087888676549852,NHL,shotDistance,2014-2024,33.1058907145
50.718336305885934,-1.3048993707503629,-1.5869686725130143,-1.0228300689877112,NHL,shotDistance,2014-2024,33.1058907145
51.210747337981914,-1.3202304000013916,-1.6053831072588398,-1.0350776927439431,NHL,shotDistance,2014-2024,33.1058907145
51.703158370077894,-1.333906799564379,-1.6221923703128356,-1.0456212288159221,NHL,shotDistance,2014-2024,33.1058907145
52.195569402173874,-1.3459335783596227,-1.6373048322099581,-1.0545623245092872,NHL,shotDistance,2014-2024,33.1058907145
52.68798043426985,-1.356315745307422,-1.6506241161430877,-1.0620073744717562,NHL,shotDistance,2014-2024,33.1058907145
53.18039146636583,-1.365058309328076,-1.6620573319034881,-1.068059286752664,NHL,shotDistance,2014-2024,33.1058907145
53.67280249846181,-1.372166279341882,-1.671524127538941,-1.072808431144823,NHL,shotDistance,2014-2024,33.1058907145
54.16521353055779,-1.377644669840857,-1.678966725855914,-1.0763226138258002,NHL,shotDistance,2014-2024,33.1058907145
54.65762456265377,-1.381524860452552,-1.6844093709249854,-1.0786403499801185,NHL,shotDistance,2014-2024,33.1058907145
55.15003559474975,-1.383925514077018,-1.6880705585548625,-1.0797804695991735,NHL,shotDistance,2014-2024,33.1058907145
55.64244662684573,-1.3849833314325193,-1.6902189262105387,-1.0797477366544996,NHL,shotDistance,2014-2024,33.1058907145
56.13485765894171,-1.3848350132373217,-1.6911268742387717,-1.0785431522358717,NHL,shotDistance,2014-2024,33.1058907145
56.62726869103769,-1.3836172602096886,-1.69105984913972,-1.0761746712796574,NHL,shotDistance,2014-2024,33.1058907145
57.11967972313367,-1.381466773067885,-1.690267200657087,-1.072666345478683,NHL,shotDistance,2014-2024,33.1058907145
57.61209075522965,-1.378520252530175,-1.688974742780537,-1.0680657622798129,NHL,shotDistance,2014-2024,33.1058907145
58.10450178732563,-1.3749143993148243,-1.6873792786394701,-1.0624495199901784,NHL,shotDistance,2014-2024,33.1058907145
58.59691281942161,-1.370785914140097,-1.685645361830082,-1.0559264664501122,NHL,shotDistance,2014-2024,33.1058907145
59.08932385151759,-1.3662714977242585,-1.6839044708599653,-1.0486385245885514,NHL,shotDistance,2014-2024,33.1058907145
59.58173488361357,-1.3615078507855718,-1.6822566048744458,-1.0407590966966977,NHL,shotDistance,2014-2024,33.1058907145
60.07414591570955,-1.3566316740423026,-1.6807741227203126,-1.0324892253642926,NHL,shotDistance,2014-2024,33.1058907145
60.56655694780553,-1.3517796682127146,-1.6795075009095424,-1.0240518355158867,NHL,shotDistance,2014-2024,33.1058907145
61.05896797990151,-1.3470885340150736,-1.678492619827133,-1.0156844482030138,NHL,shotDistance,2014-2024,33.1058907145
61.55137901199749,-1.3426949721676436,-1.677759214709278,-1.0076307296260092,NHL,shotDistance,2014-2024,33.1058907145
62.04379004409347,-1.3387356833886896,-1.6773402348336783,-1.0001311319437007,NHL,shotDistance,2014-2024,33.1058907145
62.53620107618945,-1.3353473683964754,-1.6772820099616035,-0.9934127268313471,NHL,shotDistance,2014-2024,33.1058907145
63.02861210828543,-1.3326667096889375,-1.6776552828384,-0.9876781365394751,NHL,shotDistance,2014-2024,33.1058907145
63.52102314038141,-1.3307840525227368,-1.6785480365153571,-0.9830200685301165,NHL,shotDistance,2014-2024,33.1058907145
64.01343417247739,-1.3296432970536674,-1.6800225245594458,-0.9792640695478891,NHL,shotDistance,2014-2024,33.1058907145
64.50584520457338,-1.3291594828240294,-1.6821424835848653,-0.9761764820631935,NHL,shotDistance,2014-2024,33.1058907145
64.99825623666935,-1.3292476493761212,-1.6849704203352394,-0.9735248784170032,NHL,shotDistance,2014-2024,33.1058907145
65.49066726876534,-1.3298228362522428,-1.6885561349304545,-0.9710895375740309,NHL,shotDistance,2014-2024,33.1058907145
65.98307830086131,-1.3308000829946947,-1.6929271570968067,-0.9686730088925823,NHL,shotDistance,2014-2024,33.1058907145
66.4754893329573,-1.3320944291457755,-1.6980813098160583,-0.9661075484754926,NHL,shotDistance,2014-2024,33.1058907145
66.96790036505327,-1.333620914247785,-1.703981670139651,-0.963260158355919,NHL,shotDistance,2014-2024,33.1058907145
67.46031139714925,-1.3352945778430234,-1.710554124687453,-0.9600350309985941,NHL,shotDistance,2014-2024,33.1058907145
67.95272242924523,-1.3370304594737898,-1.7176875496818123,-0.9563733692657677,NHL,shotDistance,2014-2024,33.1058907145
68.44513346134121,-1.3387435986823837,-1.725236438412681,-0.9522507589520863,NHL,shotDistance,2014-2024,33.1058907145
68.93754449343719,-1.3403490350111045,-1.7330256160974171,-0.9476724539247918,NHL,shotDistance,2014-2024,33.1058907145
69.42995552553317,-1.3417618080022526,-1.7408565730985672,-0.9426670429059381,NHL,shotDistance,2014-2024,33.1058907145
69.92236655762915,-1.3428969571981269,-1.7485149347702933,-0.9372789796259602,NHL,shotDistance,2014-2024,33.1058907145
70.41477758972513,-1.343669522141027,-1.7557786628705423,-0.9315603814115117,NHL,shotDistance,2014-2024,33.1058907145
70.9071886218211,-1.343994542373253,-1.762426722302029,-0.9255623624444773,NHL,shotDistance,2014-2024,33.1058907145
71.3995996539171,-1.3437870574371047,-1.7682481137764468,-0.9193260010977624,NHL,shotDistance,2014-2024,33.1058907145
71.89201068601307,-1.3429621207626898,-1.7730513683894795,-0.9128728731358999,NHL,shotDistance,2014-2024,33.1058907145
72.38442171810905,-1.3414561831866996,-1.7767215932592504,-0.9061907731141488,NHL,shotDistance,2014-2024,33.1058907145
72.87683275020503,-1.339270270210543,-1.7793162227314223,-0.8992243176896635,NHL,shotDistance,2014-2024,33.1058907145
73.36924378230101,-1.3364175407535726,-1.7809351690267525,-0.8918999124803924,NHL,shotDistance,2014-2024,33.1058907145
73.86165481439699,-1.3329111537351435,-1.781682583324144,-0.8841397241461428,NHL,shotDistance,2014-2024,33.1058907145
74.35406584649297,-1.3287642680746077,-1.7816579079661783,-0.8758706281830371,NHL,shotDistance,2014-2024,33.1058907145
74.84647687858894,-1.3239900426913198,-1.7809486591491046,-0.8670314262335352,NHL,shotDistance,2014-2024,33.1058907145
