model,sample_window,accuracy,balanced_accuracy,auc_roc,average_precision,log_loss,brier_score,precision_at_0_5,recall_at_0_5,f1_at_0_5,goal_rate_eval,n_train,n_eval,updated_at
NHL GAM (PyGAM),2014-2024,0.9323666666666667,0.501274236470814,0.7725323270358283,0.1956131523960912,0.2146255863498044,0.058665939065689225,0.55,0.00270935960591133,0.005392156862745098,0.06766666666666667,240000,60000,2026-04-03T10:53:34
