player,avg_sdi,avg_xG,actual_goal_pct,attempts,residual
Evgeny Medvedev,0.4728884426372837,0.04128051530434781,0.034782608695652174,115,-0.006497906608695633
Jonas Siegenthaler,0.4728218543922782,0.024431701339285704,0.019642857142857142,560,-0.004788844196428561
Brandon Manning,0.4728088080140739,0.029641382515991455,0.029850746268656716,469,0.00020936375266526058
Chad Ruhwedel,0.4725853731507669,0.02163607636200716,0.023297491039426525,558,0.0016614146774193636
Simon Despres,0.47246040609181283,0.030515290633484148,0.01809954751131222,221,-0.012415743122171929
Niklas Hjalmarsson,0.4724184254964285,0.02870351650434781,0.022608695652173914,575,-0.006094820852173895
Deryk Engelland,0.47200502139860606,0.022344152716688215,0.02199223803363519,773,-0.00035191468305302565
David Schlemko,0.47196648674496744,0.029384387095435668,0.024896265560165973,482,-0.004488121535269694
Dante Fabbro,0.47164045183199654,0.02482555045517241,0.034482758620689655,725,0.009657208165517246
Patrik Nemeth,0.47162024511166883,0.028318654829001356,0.013679890560875513,731,-0.014638764268125843
Ben Harpur,0.47159502823161376,0.02324856409638553,0.008032128514056224,249,-0.015216435582329307
Brandt Clarke,0.47151136199718374,0.04592086106995883,0.037037037037037035,243,-0.008883824032921796
Braydon Coburn,0.471267128168129,0.027850313210784298,0.01715686274509804,816,-0.010693450465686257
Kale Clague,0.47119090288146487,0.029900021067961156,0.019417475728155338,103,-0.010482545339805818
Tucker Poolman,0.471160511329227,0.027710689174917476,0.0231023102310231,303,-0.004608378943894376
Jay Bouwmeester,0.47113620898339076,0.0290472874131274,0.015444015444015444,777,-0.013603271969111954
Filip Hronek,0.4710267038831062,0.03418343416323165,0.033800494641384994,1213,-0.000382939521846655
Taylor Fedun,0.47097230074136937,0.027032710691056897,0.024390243902439025,246,-0.002642466788617872
Cody Ceci,0.4709566324498197,0.031369531317699595,0.02959240647682859,1791,-0.0017771248408710062
Matt Grzelcyk,0.4709405278279046,0.026288359448160523,0.025919732441471572,1196,-0.0003686270066889513
Alex Goligoski,0.47075260978301153,0.03261931827407406,0.034074074074074076,1350,0.0014547558000000127
Steven Santini,0.4707400753764514,0.022300559230769217,0.02262443438914027,221,0.00032387515837105363
Mathew Dumba,0.4707287705508259,0.031009225779816494,0.009174311926605505,109,-0.02183491385321099
Matt Benning,0.47069627511927764,0.02547660275908478,0.02288021534320323,743,-0.00259638741588155
Matt Dumba,0.4706693071255264,0.03837675830563001,0.04611260053619303,1865,0.00773584223056302
Riley Stillman,0.4705574777297037,0.02752881640167363,0.016736401673640166,239,-0.010792414728033464
Gavin Bayreuther,0.47053163503356504,0.028122905124378098,0.024875621890547265,201,-0.0032472832338308333
Mikey Anderson,0.47040164674157725,0.03425173493506493,0.02922077922077922,616,-0.005030955714285707
Evan Bouchard,0.47038564378538367,0.03748808026280323,0.05053908355795148,1484,0.013051003295148252
Noah Dobson,0.4701806511931817,0.02995689819610778,0.0374251497005988,1336,0.0074682515044910205
Nikita Zaitsev,0.4700377269186505,0.023733407990255778,0.02679658952496955,821,0.0030631815347137714
Robert Hagg,0.46987269390516073,0.0284355094736842,0.028070175438596492,570,-0.0003653340350877089
Anthony Bitetto,0.46986237792631286,0.02542338881679388,0.011450381679389313,262,-0.013973007137404568
Dan Hamhuis,0.46978546157113893,0.0308668693121693,0.014109347442680775,567,-0.016757521869488524
Trevor van Riemsdyk,0.4697549705631756,0.028629073484848475,0.022727272727272728,1188,-0.005901800757575747
Ryan Suter,0.46962649623376473,0.030902399658198604,0.02725173210161663,2165,-0.0036506675565819748
Dmitry Kulikov,0.46958491565747895,0.03201252204506065,0.02512998266897747,1154,-0.006882539376083182
John-Michael Liles,0.46952851093893677,0.03167179619999999,0.022857142857142857,350,-0.008814653342857134
Nick Jensen,0.46947386511038053,0.0281892053558394,0.01916058394160584,1096,-0.009028621414233561
Ian Mitchell,0.46943652346238607,0.03122676297029702,0.039603960396039604,101,0.008377197425742583
Erik Brannstrom,0.4693901138798952,0.034669459129554644,0.020242914979757085,494,-0.01442654414979756
Shayne Gostisbehere,0.46938023280499414,0.042443133253115585,0.046841426729694886,2327,0.004398293476579301
Matt Hunwick,0.46937452442109245,0.028198786302325564,0.020930232558139535,430,-0.007268553744186029
Alex Biega,0.4693169271330871,0.02559559456611569,0.008264462809917356,484,-0.017331131756198333
Olli Maatta,0.46929635635580047,0.029153409707792198,0.030844155844155844,1232,0.001690746136363646
Matt Tennyson,0.46928487153861664,0.026347398151260495,0.01680672268907563,238,-0.009540675462184865
Brenden Dillon,0.46928303881000544,0.02615698699083861,0.021846370683579985,1419,-0.0043106163072586245
Jaycob Megna,0.4691298833898995,0.028637892575107283,0.017167381974248927,233,-0.011470510600858356
Mattias Ekholm,0.4691117104703254,0.037367647836281354,0.04031262854792267,2431,0.002944980711641315
Josh Mahura,0.4690751515227621,0.02722932287581698,0.032679738562091505,306,0.0054504156862745234
John Carlson,0.4690719033777744,0.039621347067833684,0.04345107846201938,3199,0.003829731394185694
Mike Weber,0.4690517217990921,0.026197926803278673,0.01639344262295082,122,-0.009804484180327852
Korbinian Holzer,0.4690086961540808,0.027601344421052616,0.021052631578947368,190,-0.006548712842105248
Julius Honka,0.4687593927137863,0.027162674105960256,0.013245033112582781,151,-0.013917640993377474
Ryker Evans,0.46866900114354504,0.02702441999999999,0.03409090909090909,176,0.007066489090909098
Adam Pelech,0.46860794533530004,0.029127391043137243,0.022745098039215685,1275,-0.006382293003921558
Emil Lilleberg,0.4683711617808133,0.027293592910447747,0.007462686567164179,134,-0.019830906343283567
Jason Demers,0.46831968429380455,0.03376536507620163,0.03399765533411489,853,0.00023229025791326324
Erik Gustafsson,0.4683134766953539,0.030901478956862734,0.03764705882352941,1275,0.006745579866666674
Jake Gardiner,0.46805703224918793,0.03215919037442921,0.030136986301369864,1095,-0.002022204073059343
Alec Martinez,0.4679004153185524,0.03512286688720856,0.045998739760554505,1587,0.010875872873345946
Nikita Zadorov,0.4678966271539643,0.028610364539792373,0.03944636678200692,1445,0.010836002242214548
Declan Chisholm,0.46783121726250637,0.026755834374999992,0.034722222222222224,144,0.007966387847222232
Lubomir Visnovsky,0.4675700618029649,0.033243319448818885,0.03937007874015748,127,0.006126759291338595
Torey Krug,0.4674790075484595,0.035245240003930804,0.031839622641509434,2544,-0.0034056173624213704
Nikita Nesterov,0.4674586532427909,0.033332294606060596,0.030303030303030304,330,-0.003029264303030292
Nick Holden,0.4673324470698461,0.034597649548611095,0.03993055555555555,1152,0.005332906006944457
Nicolas Hague,0.46728412541089276,0.030155059599999992,0.027058823529411764,850,-0.0030962360705882284
Erik Cernak,0.46719769326550753,0.027696199096385533,0.02610441767068273,996,-0.0015917814257028033
Marc-Edouard Vlasic,0.46695432960531635,0.03187222728739912,0.03600248292985723,1611,0.004130255642458107
