x_value,fitted_effect,lower_ci,upper_ci,sport,effect_label,season_window,baseline_value
52.869983785060285,-0.34168704874626105,-0.6087270185681284,-0.0746470789243937,NHL,shotAngle,2014-2024,0.0
53.75953024795878,-0.35529166785112526,-0.6239383958022999,-0.08664493989995059,NHL,shotAngle,2014-2024,0.0
54.64907671085727,-0.36933882372816096,-0.6394968464542061,-0.09918080100211585,NHL,shotAngle,2014-2024,0.0
55.53862317375577,-0.3838489586953188,-0.6553919304503069,-0.11230598694033078,NHL,shotAngle,2014-2024,0.0
56.42816963665426,-0.39884251507054963,-0.6716126102008438,-0.12607241994025542,NHL,shotAngle,2014-2024,0.0
57.317716099552754,-0.4143399351718041,-0.6881478997154933,-0.14053197062811507,NHL,shotAngle,2014-2024,0.0
58.20726256245125,-0.43036166131703324,-0.7049875640275811,-0.15573575860648536,NHL,shotAngle,2014-2024,0.0
59.09680902534974,-0.4469281358241877,-0.7221228782739195,-0.17173339337445592,NHL,shotAngle,2014-2024,0.0
59.986355488248236,-0.4640598010112184,-0.7395474611064508,-0.18857214091598606,NHL,shotAngle,2014-2024,0.0
60.87590195114673,-0.4817770991960757,-0.7572582028753786,-0.2062959955167729,NHL,shotAngle,2014-2024,0.0
61.765448414045224,-0.5001004726967112,-0.7752563152497985,-0.22494463014362387,NHL,shotAngle,2014-2024,0.0
62.65499487694372,-0.5190503638310754,-0.7935485356077707,-0.24455219205438,NHL,shotAngle,2014-2024,0.0
63.54454133984221,-0.538646408871756,-0.8121482219575111,-0.26514459578600075,NHL,shotAngle,2014-2024,0.0
64.4340878027407,-0.5588816147408278,-0.8310668395037543,-0.28669638997790126,NHL,shotAngle,2014-2024,0.0
65.3236342656392,-0.5797168958135032,-0.8503113032558404,-0.30912248837116596,NHL,shotAngle,2014-2024,0.0
66.21318072853767,-0.6011112558389478,-0.8698945553699572,-0.3323279563079383,NHL,shotAngle,2014-2024,0.0
67.10272719143616,-0.62302369856633,-0.8898360197161148,-0.3562113774165452,NHL,shotAngle,2014-2024,0.0
67.99227365433465,-0.6454132277448154,-0.9101613643274713,-0.3806650911621595,NHL,shotAngle,2014-2024,0.0
68.88182011723315,-0.6682388471235707,-0.9309022212432849,-0.40557547300385643,NHL,shotAngle,2014-2024,0.0
69.77136658013164,-0.6914595604517623,-0.9520958043251724,-0.43082331657835216,NHL,shotAngle,2014-2024,0.0
70.66091304303013,-0.7150343714785568,-0.9737843615094176,-0.456284381447696,NHL,shotAngle,2014-2024,0.0
71.55045950592863,-0.7389222839531208,-0.9960143974299853,-0.48183017047625615,NHL,shotAngle,2014-2024,0.0
72.44000596882712,-0.7630823016246209,-1.0188356085237666,-0.5073289947254751,NHL,shotAngle,2014-2024,0.0
73.32955243172562,-0.7874734282422229,-1.0422994889737052,-0.5326473675107406,NHL,shotAngle,2014-2024,0.0
74.21909889462411,-0.8120546675550946,-1.0664575948579729,-0.5576517402522161,NHL,shotAngle,2014-2024,0.0
75.1086453575226,-0.8367850233124019,-1.0913594963088329,-0.5822105503159709,NHL,shotAngle,2014-2024,0.0
75.9981918204211,-0.8616234992633116,-1.117050500385887,-0.6061964981407361,NHL,shotAngle,2014-2024,0.0
76.88773828331959,-0.8865290991569899,-1.1435692831042963,-0.6294889152096834,NHL,shotAngle,2014-2024,0.0
77.77728474621809,-0.9114608267426036,-1.1709456157053149,-0.6519760377798925,NHL,shotAngle,2014-2024,0.0
78.66683120911658,-0.9363776857693193,-1.1991983941266806,-0.6735569774119581,NHL,shotAngle,2014-2024,0.0
79.55637767201507,-0.9612386799863034,-1.228334170746002,-0.694143189226605,NHL,shotAngle,2014-2024,0.0
80.44592413491357,-0.986002813142722,-1.2583463404353923,-0.7136592858500517,NHL,shotAngle,2014-2024,0.0
81.33547059781206,-1.0106290889877427,-1.289215055803378,-0.7320431221721073,NHL,shotAngle,2014-2024,0.0
