player,season_window,attempts,mean_sdi,actual_rate,expected_rate,residual,sport,position_group
Mikhail Sergachev,2014-2024,1696,28.11194197811403,0.04245283018867924,0.03744329639120864,0.0050095337974706,NHL,D
Jake Muzzin,2014-2024,1696,29.988020780748666,0.036556603773584904,0.03335212978139036,0.003204473992194541,NHL,D
Adam Lowry,2014-2024,1687,21.46552425058429,0.07943094250148192,0.09237768581155964,-0.012946743310077724,NHL,W
Paul Stastny,2014-2024,1683,19.95063013944901,0.09209744503862151,0.10230877160161889,-0.010211326562997378,NHL,C
Thomas Chabot,2014-2024,1680,29.21595024213524,0.04285714285714286,0.040920769803638714,0.0019363730535041437,NHL,D
Andrew Cogliano,2014-2024,1680,24.341595081783954,0.05773809523809524,0.07298316114800629,-0.015245065909911051,NHL,C
Calle Jarnkrok,2014-2024,1677,22.749605273126686,0.08407871198568873,0.07959099577082805,0.004487716214860674,NHL,C
Duncan Keith,2014-2024,1672,29.45162950212471,0.028708133971291867,0.03430038036986446,-0.00559224639857259,NHL,D
Nick Leddy,2014-2024,1665,27.57854757348542,0.036036036036036036,0.04124718461329885,-0.005211148577262813,NHL,D
Conor Garland,2014-2024,1664,25.984304618122856,0.0751201923076923,0.06935455634948845,0.005765635958203855,NHL,W
