sport,model_family,target_label,factor_key,plot_type,x_value,fitted_effect,lower_ci,upper_ci,baseline_value,season_window,effect_label
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,0.0,3.3215366946955656,2.603805349121433,4.039268040269698,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,0.5025125628140703,3.1958542210024854,2.498267909524949,3.893440532480022,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,1.0050251256281406,3.0701717473094052,2.391785474177364,3.7485580204414464,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,1.507537688442211,2.944489273616326,2.2842755921017037,3.604702955130948,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,2.0100502512562812,2.8188067999232462,2.1756511647802683,3.461962435066224,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,2.5125628140703515,2.6939376604224927,2.0665969514839184,3.321278369361067,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,3.015075376884422,2.573852057192788,1.9609108321746118,3.1867932822109637,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,3.517587939698492,2.458982460222917,1.8591542859455565,3.058810634500277,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,4.0201005025125625,2.3492139906983835,1.761358731184098,2.937069250212669,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,4.522613065326633,2.244431769804686,1.6675404315374422,2.821323108071929,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,5.025125628140703,2.144520918727326,1.577702832792459,2.7113390046621935,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,5.527638190954773,2.0493665586518053,1.491839044404134,2.6068940728994767,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,6.030150753768844,1.9588538107636233,1.4099343073553021,2.5077733141719447,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,6.532663316582914,1.8728677962482814,1.3319683015962311,2.413767290900332,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,7.035175879396984,1.7912936362912808,1.2579171615924254,2.3246701109901364,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,7.537688442211055,1.7140164520781216,1.1877550855997099,2.2402778185565335,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,8.040201005025125,1.6409213647943042,1.1214554414161209,2.1603872881724877,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,8.542713567839195,1.5718934956253308,1.0589912867044657,2.084795704546196,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,9.045226130653266,1.5068179657567013,1.000335233541719,2.0133006979716837,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,9.547738693467336,1.4455798963739168,0.9454585924551271,1.9457012002927068,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,10.050251256281406,1.3880644086624778,0.8943297285850096,1.8817990887399463,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,10.552763819095476,1.3341566238078855,0.8469115495994732,1.8214016980162977,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,11.055276381909547,1.2837416087707174,0.8031579387384398,1.764325278802995,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,11.557788944723617,1.2366806534705421,0.7629734097325227,1.7103878972085618,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,12.060301507537687,1.1927741063435218,0.7261515845133808,1.6593966281736627,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,12.562814070351758,1.1518126895336331,0.6924528556252295,1.6111725234420369,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,13.065326633165828,1.1135871251848541,0.6616241615793159,1.5655500887903924,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,13.567839195979898,1.0778881354411622,0.6334041515129984,1.522372119369326,33.1058907145,2014-2024,shotDistance
NHL,LogisticGAM,Expected Goal,distance,continuous_pdp,14.070351758793969,1.0445064424465342,0.6075278999742002,1.4814849849188685,33.1058907145,2014-2024,shotDistance
