x_value,fitted_effect,lower_ci,upper_ci,sport,effect_label,season_window,baseline_distance,observed_max_distance
0.0,2.1460746380941935,1.895185683578722,2.396963592609665,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
0.4878514532396985,2.0292555759883335,1.7801280105600352,2.2783831414166316,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
0.975702906479397,1.912436513882473,1.664539495214398,2.1603335325505486,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
1.4635543597190954,1.7987728813906467,1.551578120870885,2.0459676419104085,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
1.951405812958794,1.6919464260016248,1.444998982842067,1.9388938691611826,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
2.439257266198492,1.5917388705077578,1.3446760180869552,1.8388017229285603,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
2.927108719438191,1.4979231749043012,1.2504643588130198,1.7453819909955826,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
3.4149601726778895,1.4102722991865133,1.162208959693309,1.6583356386797177,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
3.902811625917588,1.3285592033496494,1.079744855129868,1.5773735515694307,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
4.390663079157286,1.252556847388967,1.0028976833747292,1.5022160114032048,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
4.878514532396984,1.1820381912997238,0.931484381818496,1.4325920007809516,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
5.366365985636683,1.1167761950771755,0.8653139763523499,1.368238413802001,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
5.854217438876382,1.0565438187165797,0.8041884067230104,1.3088992307101488,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
6.34206889211608,1.0011140222131922,0.7479033468189876,1.254324697607397,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
6.829920345355779,0.9502597655622708,0.6962489927944379,1.2042705383301036,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
7.317771798595477,0.9037540087590723,0.6490108026726125,1.1584972148455321,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
7.805623251835176,0.861369711798853,0.6059701788708327,1.1167692447268733,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
8.293474705074875,0.8228798346768702,0.5669050904526475,1.078854578901093,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
8.781326158314572,0.7880573373883805,0.5315906353773894,1.0445240393993716,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
9.269177611554271,0.756675179928641,0.4997995450717573,1.0135508147855248,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
9.757029064793969,0.728506322292908,0.4713026346988577,0.9857100098869584,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
10.244880518033668,0.7033237244764391,0.44586920286623544,0.9607782460866428,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
10.732731971273367,0.6809003464744906,0.4232673844356506,0.9385333085133307,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
11.220583424513064,0.6610091482823195,0.4032644597485836,0.9187538368160554,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
11.708434877752763,0.6434230898951825,0.3856271230868801,0.901219056703485,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
12.196286330992463,0.6279151313083369,0.37012171263381777,0.885708549982856,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
12.68413778423216,0.6142582325170389,0.3565144036456065,0.8720020613884714,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
13.171989237471859,0.6022253535165457,0.3445713660251968,0.8598793410078946,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
13.659840690711558,0.5915894543021142,0.33405888703308584,0.8491200215711425,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
14.147692143951256,0.5821234948690011,0.324743459486896,0.839503530251106,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
14.635543597190955,0.5736004352124633,0.31639183549857297,0.8308090349263535,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
15.123395050430652,0.5657932353277576,0.30877104557535795,0.8228154250801571,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
15.611246503670351,0.5584748552101408,0.30164838276474115,0.8153013276555404,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
16.09909795691005,0.5514182548548698,0.29479135144878943,0.8080451582609502,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
16.58694941014975,0.5443963942572014,0.2879675803834445,0.8008252081309584,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
17.074800863389445,0.5371822334123927,0.2809446996287931,0.7934197671959922,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
17.562652316629144,0.5295595629630533,0.2735013800159968,0.7856177459101097,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
18.050503769868843,0.5214362079984887,0.26554413989927117,0.7773282760977062,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
18.538355223108542,0.5127991358896589,0.25706066357259116,0.7685376082067265,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
19.02620667634824,0.5036365940694875,0.24803934310439288,0.7592338450345821,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
19.514058129587937,0.49393682997089927,0.23846808939704436,0.7494055705447542,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
20.001909582827636,0.4836880910268184,0.22833445856428572,0.739041723489351,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
20.489761036067335,0.47287862467016895,0.21762576927633961,0.7281314800639983,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
20.977612489307035,0.4614966783338753,0.20632921093933174,0.7166641457284189,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
21.465463942546734,0.44953049945086176,0.19443194257821042,0.704629056323513,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
21.953315395786433,0.43696833545405256,0.1819211822877014,0.6920154886204037,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
22.44116684902613,0.42379843377637216,0.16878428711036428,0.6788125804423799,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
22.929018302265828,0.4100090418507444,0.15500882319926143,0.6650092605022273,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
23.416869755505527,0.3955884071100939,0.1405826261283387,0.6505941880918491,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
23.904721208745226,0.3805247769873446,0.12549385122809636,0.6355557027465928,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
24.392572661984925,0.36480639891542116,0.10973101384802003,0.6198817839828222,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
24.88042411522462,0.3484215203272478,0.09328301947980855,0.6035600211746871,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
25.36827556846432,0.3313583886557483,0.07613918371505199,0.5865775935964447,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
25.85612702170402,0.3136052513338474,0.058289242055185375,0.5689212606125095,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
26.343978474943718,0.2951503557944696,0.03972334963724042,0.5505773619516987,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
26.831829928183417,0.2759819494705384,0.020432070982790373,0.5315318279582864,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
27.319681381423116,0.2560882797949785,0.00040635991602183674,0.5117701996739351,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
27.807532834662812,0.23545759420071422,-0.020362470173244357,0.49127765857467276,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
28.29538428790251,0.21407814012066967,-0.041882785527540295,0.47003906576887955,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
28.78323574114221,0.1919381649877695,-0.06416268048263774,0.44803901045817673,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
29.27108719438191,0.1690259162349374,-0.08721003500515867,0.4252618674750335,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
29.75893864762161,0.1453296412950979,-0.11103258114970257,0.4016918637398983,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
30.246790100861304,0.12083758760117523,-0.13563797832454913,0.3773131535268996,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
30.734641554101003,0.09553800258609402,-0.16103389731783976,0.35210990249002777,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
31.222493007340702,0.06941913368277795,-0.1872281131139998,0.3260663804795557,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
31.7103444605804,0.04246922832415152,-0.21422860662039792,0.299167063268701,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
32.1981959138201,0.014676533943139086,-0.24204367552320724,0.2713967434094854,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
32.6860473670598,-0.013970702027335274,-0.270682054594217,0.2427406505395465,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
33.1738988202995,-0.04348423215434705,-0.3001530458706433,0.21318458156194914,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
33.6617502735392,-0.07387507240230398,-0.3304659880635955,0.18271584325898751,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
34.14960172677889,-0.10512409510462029,-0.36160355890733853,0.15135536869809796,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
34.63745318001859,-0.13717211938082105,-0.39351254627625576,0.11916830751461363,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
35.12530463325829,-0.1699571955018416,-0.4261375649474778,0.08622317394379456,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
35.61315608649799,-0.20341737373861732,-0.4594234143609026,0.052588666883667895,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
36.10100753973769,-0.23749070436208422,-0.49331492901455665,0.018333520290388233,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
36.588858992977386,-0.2721152376431778,-0.5277568407850586,-0.016473634501297157,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
37.076710446217085,-0.3072290238528338,-0.5626936531335225,-0.05176439457214502,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
37.564561899456784,-0.3427701132619875,-0.5980695273582677,-0.08747069916570724,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
38.05241335269648,-0.3786765561415748,-0.6338281812221056,-0.12352493106104398,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
38.54026480593618,-0.4148864027625311,-0.6699128004079506,-0.1598600051171115,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
39.028116259175874,-0.4513377033957918,-0.706265963338252,-0.1964094434533317,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
39.51596771241557,-0.4879685083122932,-0.7428295799296566,-0.2331074366949298,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
40.00381916565527,-0.5247168677829702,-0.77954484484512,-0.26988889072082045,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
40.49167061889497,-0.5615208320787591,-0.8163522057545065,-0.30668945840301176,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
40.97952207213467,-0.5983184514705955,-0.8531913470269832,-0.3434455559142078,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
41.46737352537437,-0.6350477762294144,-0.8900011891617956,-0.3800943632970333,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
41.95522497861407,-0.6716468566261519,-0.9267199041274605,-0.4165738091248432,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
42.44307643185377,-0.7080537429317435,-0.9632849466333362,-0.4528225392301508,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
42.93092788509347,-0.7442064854171246,-0.9996331012126178,-0.48877986962163145,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
43.41877933833317,-0.7800431343532315,-1.0357005448623455,-0.5243857238441173,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
43.906630791572866,-0.8155017400109987,-1.0714229248732121,-0.5595805551487854,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
44.39448224481256,-0.8505203526613622,-1.1067354513972496,-0.5943052539254746,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
44.88233369805226,-0.8850370225752584,-1.1415730042498577,-0.6285010409006591,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
45.370185151291956,-0.9189898000236227,-1.1758702534264411,-0.6621093466208042,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
45.858036604531655,-0.9523167352773898,-1.2095617928324172,-0.6950716777223624,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
46.345888057771354,-0.9849558786074966,-1.242582286774633,-0.7273294704403601,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
46.83373951101105,-1.0168452802848775,-1.274866628835339,-0.7588239317344162,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
47.32159096425075,-1.0479229905804692,-1.3063501128367403,-0.7894958683241983,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
47.80944241749045,-1.0781270597652062,-1.3369686156915654,-0.8192855038388469,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
48.29729387073015,-1.1073955381100253,-1.3666587920070241,-0.8481322842130266,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
48.78514532396985,-1.1356664758858612,-1.3953582803465348,-0.8759746714251877,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
49.27299677720955,-1.1628779233636504,-1.423005921033314,-0.9027499256939868,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
49.76084823044924,-1.188967961158368,-1.4495420150053757,-0.9283939073113601,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
50.24869968368894,-1.2139042321910807,-1.474937437998279,-0.9528710263838824,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
50.73655113692864,-1.2377391905429957,-1.4992474118341952,-0.9762309692517963,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
51.22440259016834,-1.2605404045881734,-1.5225426332498064,-0.9985381759265404,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
51.71225404340804,-1.2823754427006762,-1.5448941473289877,-1.0198567380723647,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
52.20010549664774,-1.3033118732545643,-1.566373079104384,-1.0402506674047447,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
52.687956949887436,-1.3234172646238997,-1.5870503919648464,-1.059784137282953,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
53.175808403127135,-1.3427591851827436,-1.6069966729808232,-1.078521697384664,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
53.663659856366834,-1.361405203305157,-1.626281945343516,-1.0965284612667978,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
54.15151130960653,-1.3794228873652015,-1.6449755081413502,-1.1138702665890527,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
54.63936276284623,-1.3968798057369374,-1.663145803658383,-1.1306138078154917,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
55.127214216085925,-1.413843526794427,-1.6808603122725514,-1.1468267413163025,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
55.615065669325624,-1.4303816189117315,-1.6981854748642877,-1.1625777629591754,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
56.10291712256532,-1.446561650462912,-1.715186642431909,-1.1779366584939148,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
56.59076857580502,-1.4624511898220298,-1.7319280523679914,-1.1929743272760682,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
57.07862002904472,-1.4781178053631456,-1.748472830602328,-1.2077627801239632,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
57.56647148228442,-1.4936290654603213,-1.7648830185845104,-1.2223751123361322,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
58.05432293552412,-1.5090525384876181,-1.7812196238839828,-1.2368854530912534,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
58.54217438876382,-1.5244557928190967,-1.7975426930462801,-1.2513688925919133,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
59.03002584200352,-1.5399063968288194,-1.813911405275644,-1.2659013883819947,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
59.51787729524322,-1.5554719188908466,-1.8303841855262477,-1.2805596522554454,NHL,Shot Distance,2014-2024,32.4499614792,98.412397593
